,userId,projectName,totalHoursWorked,techUsed,performance,Domain
356,66123839c478ba97b06a6d0f,AnalyzeAll,129,AWS Lambda,average,Data
357,66123839c478ba97b06a6d0f,DataDynamo,78,ADF,good,Data
358,66123839c478ba97b06a6d10,InsightForgeX,61,Python,average,Data
359,66123839c478ba97b06a6d10,DataCraftsman,127,Alteryx,good,Full Stack
360,66123839c478ba97b06a6d11,StreamSavvy,90,React,excellent,Full Stack
361,66123839c478ba97b06a6d11,StreamStack,82,Javascript,good,Data
362,66123839c478ba97b06a6d12,FullStreamSculpt,149,Tableau,good,Data
363,66123839c478ba97b06a6d12,DataDevForge,82,ADF,average,Data
364,66123839c478ba97b06a6d13,FullDataNexus,54,AWS Lambda,good,Full Stack
365,66123839c478ba97b06a6d13,InsightGenius,139,Power BI,average,Data
366,66123839c478ba97b06a6d14,StackCraftsmanData,83,Python,average,Full Stack
367,66123839c478ba97b06a6d14,PipelinePro,54,Javascript,average,Data
368,66123839c478ba97b06a6d15,DevDynamo,78,Angular,good,Data
369,66123839c478ba97b06a6d15,TechTrek,55,Python,average,Data
370,66123839c478ba97b06a6d16,DataNexus,112,Javascript,good,Data
371,66123839c478ba97b06a6d16,PipelinePioneer,148,AWS Lambda,excellent,Full Stack
372,66123839c478ba97b06a6d17,StackCraftsmanData,120,Alteryx,excellent,Full Stack
373,66123839c478ba97b06a6d17,StackSculptor,97,Power BI,average,Data
374,66123839c478ba97b06a6d18,DataStack,64,Power BI,excellent,Full Stack
375,66123839c478ba97b06a6d18,DataCraftsmanX,127,Angular,excellent,Full Stack
376,66123839c478ba97b06a6d19,AppArchitect,70,Angular,excellent,Data
377,66123839c478ba97b06a6d19,AnalyzeAll,150,React,excellent,Full Stack
378,66123839c478ba97b06a6d1a,CodeCrafter,99,Angular,average,Data
379,66123839c478ba97b06a6d1a,StackSavvy,93,ADF,good,Data
380,66123839c478ba97b06a6d1b,StackSavvy,121,Snowflake,excellent,Data
381,66123839c478ba97b06a6d1b,StackSavvyInsight,83,React,good,Data
382,66123839c478ba97b06a6d1c,DataDriven,97,Snowflake,average,Data
383,66123839c478ba97b06a6d1c,FullDataNexus,125,Python,good,Data
384,66123839c478ba97b06a6d1d,CodeCrafter,61,Angular,good,Data
385,66123839c478ba97b06a6d1d,InsightStream,106,Power BI,excellent,Data
386,66123839c478ba97b06a6d1e,InsightForge,56,Snowflake,good,Full Stack
387,66123839c478ba97b06a6d1e,DevDynamo,73,Power BI,good,Full Stack
388,66123839c478ba97b06a6d1f,InsightBuilder,102,Python,good,Full Stack
389,66123839c478ba97b06a6d1f,AnalyzeByte,111,ADF,good,Full Stack
390,66123839c478ba97b06a6d20,StackScope,96,Power BI,average,Full Stack
391,66123839c478ba97b06a6d20,FullDataForge,129,React,excellent,Data
392,66123839c478ba97b06a6d21,PixelPulse,135,AWS Lambda,good,Full Stack
393,66123839c478ba97b06a6d21,DataForge,67,ADF,average,Full Stack
394,66123839c478ba97b06a6d22,PipelinePro,88,Tableau,average,Full Stack
395,66123839c478ba97b06a6d22,AnalytixPro,123,React,good,Full Stack
396,6612383ac478ba97b06a6d23,StreamSavvy,62,AWS Lambda,excellent,Full Stack
397,6612383ac478ba97b06a6d23,StreamSmith,139,Power BI,average,Data
398,6612383ac478ba97b06a6d24,FlowForge,84,Alteryx,good,Data
399,6612383ac478ba97b06a6d24,InsightGenius,74,Angular,excellent,Full Stack
400,6612383ac478ba97b06a6d25,FullAnalytica,79,ADF,excellent,Data
401,6612383ac478ba97b06a6d25,DataWarp,111,AWS Lambda,good,Full Stack
402,6612383ac478ba97b06a6d26,FullDataNexus,143,ADF,average,Data
403,6612383ac478ba97b06a6d26,FullDataInsight,81,AWS Lambda,average,Full Stack
404,6612383ac478ba97b06a6d27,AnalyticaPro,117,ADF,average,Full Stack
405,6612383ac478ba97b06a6d27,DataNexus,64,AWS Lambda,average,Full Stack
406,6612383ac478ba97b06a6d28,FullAnalytica,84,AWS Lambda,good,Full Stack
407,6612383ac478ba97b06a6d28,StreamSavvy,52,AWS Lambda,excellent,Full Stack
408,6612383ac478ba97b06a6d29,DataSculptor,110,AWS Lambda,good,Data
409,6612383ac478ba97b06a6d29,TechTerra,78,ADF,excellent,Full Stack
410,6612383ac478ba97b06a6d2a,DataWarp,88,Snowflake,average,Data
411,6612383ac478ba97b06a6d2a,AnalyzeStream,138,Snowflake,good,Data
412,6612383ac478ba97b06a6d2b,InsightBuilder,150,Power BI,excellent,Data
413,6612383ac478ba97b06a6d2b,StreamSavvy,91,AWS Lambda,excellent,Full Stack
414,6612383ac478ba97b06a6d2c,StackSculptor,64,Angular,average,Full Stack
415,6612383ac478ba97b06a6d2c,FullStackInsight,62,Python,good,Full Stack
416,6612383ac478ba97b06a6d2d,AnalyzeWise,88,React,excellent,Full Stack
417,6612383ac478ba97b06a6d2d,DataDynamo,129,Javascript,good,Full Stack
418,6612383ac478ba97b06a6d2e,StackForge,126,Tableau,average,Data
419,6612383ac478ba97b06a6d2e,PipelinePioneer,51,Python,excellent,Data
420,6612383ac478ba97b06a6d2f,DataCraftsmanInsight,81,Power BI,good,Data
421,6612383ac478ba97b06a6d2f,AnalyzeRight,71,Tableau,excellent,Full Stack
422,6612383ac478ba97b06a6d30,CodeCraftsmanX,111,Javascript,excellent,Full Stack
423,6612383ac478ba97b06a6d30,InsightGenius,108,React,good,Data
424,6612383ac478ba97b06a6d31,DataDynamo,145,Power BI,excellent,Data
425,6612383ac478ba97b06a6d31,ETLArchitect,52,Tableau,excellent,Full Stack
426,6612383ac478ba97b06a6d32,WebWeave,89,SQL,average,Data
427,6612383ac478ba97b06a6d32,TrendTerra,93,Python,excellent,Data
428,6612383ac478ba97b06a6d33,PixelForge,111,Snowflake,good,Full Stack
429,6612383ac478ba97b06a6d33,StackSculptor,96,Power BI,good,Full Stack
430,6612383ac478ba97b06a6d34,FullStreamSculpt,139,Angular,good,Data
431,6612383ac478ba97b06a6d34,CodeCraftsmanInsight,91,SQL,good,Full Stack
432,6612383ac478ba97b06a6d35,DataCraftsmanX,54,Power BI,average,Full Stack
433,6612383ac478ba97b06a6d35,DataWarp,66,ADF,average,Full Stack
434,6612383ac478ba97b06a6d36,TechTerra,138,React,good,Data
435,6612383ac478ba97b06a6d36,DataForge,80,AWS Lambda,excellent,Full Stack
436,6612383ac478ba97b06a6d37,AnalyzeWise,81,React,good,Full Stack
437,6612383ac478ba97b06a6d37,PixelForge,87,Tableau,average,Full Stack
438,6612383ac478ba97b06a6d38,AnalyzeWise,75,React,average,Full Stack
439,6612383ac478ba97b06a6d38,DataWave,125,Tableau,excellent,Full Stack
440,6612383bc478ba97b06a6d39,DataCraftsmanInsight,84,ADF,good,Data
441,6612383bc478ba97b06a6d39,ETLGenius,75,Tableau,average,Full Stack
442,6612383bc478ba97b06a6d3a,ETLGenius,146,Alteryx,good,Full Stack
443,6612383bc478ba97b06a6d3a,DataPulse,113,Python,average,Data
444,6612383bc478ba97b06a6d3b,DataMason,64,AWS Lambda,average,Data
445,6612383bc478ba97b06a6d3b,CodeCraftsman,64,Javascript,good,Full Stack
446,6612383bc478ba97b06a6d3c,FullTechTrek,110,Tableau,good,Data
447,6612383bc478ba97b06a6d3c,FullTrendTrack,96,Angular,good,Data
448,6612383bc478ba97b06a6d3d,PixelPulse,103,React,average,Full Stack
449,6612383bc478ba97b06a6d3d,StackScope,57,Javascript,excellent,Full Stack
450,6612383bc478ba97b06a6d3e,FullTechTrek,124,Javascript,average,Data
451,6612383bc478ba97b06a6d3e,Insightify,91,Javascript,excellent,Full Stack
452,6612383bc478ba97b06a6d3f,InsightBuilder,128,SQL,average,Data
453,6612383bc478ba97b06a6d3f,TechTerra,94,Alteryx,excellent,Full Stack
454,6612383bc478ba97b06a6d40,DataWave,95,Alteryx,good,Data
455,6612383bc478ba97b06a6d40,ETLArchitect,62,Javascript,average,Full Stack
456,6612383bc478ba97b06a6d41,FullTechTrek,71,React,good,Data
457,6612383bc478ba97b06a6d41,DataStack,115,Alteryx,excellent,Full Stack
458,6612383bc478ba97b06a6d42,StackSavvyInsight,122,AWS Lambda,good,Data
459,6612383bc478ba97b06a6d42,PixelPioneer,148,Javascript,good,Full Stack
460,6612383bc478ba97b06a6d43,CodeCraftsman,88,Power BI,good,Data
461,6612383bc478ba97b06a6d43,ByteBridgeX,138,Python,good,Full Stack
462,6612383bc478ba97b06a6d44,AnalyzeAll,148,Snowflake,excellent,Full Stack
463,6612383bc478ba97b06a6d44,TechTerra,64,Power BI,good,Data
464,6612383bc478ba97b06a6d45,FullAnalytica,150,Alteryx,excellent,Data
465,6612383bc478ba97b06a6d45,AnalyticaPro,120,ADF,excellent,Full Stack
466,6612383bc478ba97b06a6d46,DataTrekker,65,AWS Lambda,average,Data
467,6612383bc478ba97b06a6d46,CodeCompass,146,SQL,good,Data
468,6612383bc478ba97b06a6d47,StreamBuilder,106,Python,excellent,Full Stack
469,6612383bc478ba97b06a6d47,ByteBridgeX,125,Tableau,excellent,Full Stack
470,6612383bc478ba97b06a6d48,StackSavvyInsight,77,Snowflake,good,Full Stack
471,6612383bc478ba97b06a6d48,DataCraftsmanX,73,Snowflake,good,Data
472,6612383bc478ba97b06a6d49,StackSpotter,141,Snowflake,excellent,Data
473,6612383bc478ba97b06a6d49,DataCraftsmanX,93,Power BI,excellent,Full Stack
474,6612383bc478ba97b06a6d4a,TrendTrack,96,SQL,excellent,Full Stack
475,6612383bc478ba97b06a6d4a,DataSculptor,93,Snowflake,excellent,Data
476,6612383bc478ba97b06a6d4b,StackStream,72,Angular,good,Data
477,6612383bc478ba97b06a6d4b,TechTrek,109,Javascript,excellent,Full Stack
478,6612383cc478ba97b06a6d4c,FullDataInsight,137,ADF,good,Full Stack
479,6612383cc478ba97b06a6d4c,DataDevForge,56,Angular,excellent,Full Stack
480,6612383cc478ba97b06a6d4d,TrendTrek,144,Tableau,excellent,Full Stack
481,6612383cc478ba97b06a6d4d,StackStream,143,Angular,good,Full Stack
482,6612383cc478ba97b06a6d4e,PixelForge,85,React,good,Data
483,6612383cc478ba97b06a6d4e,DevForge,61,Tableau,average,Data
484,6612383cc478ba97b06a6d4f,StreamBuilder,92,Alteryx,excellent,Full Stack
485,6612383cc478ba97b06a6d4f,DataScope,147,AWS Lambda,excellent,Data
486,6612383cc478ba97b06a6d50,DataDynamo,55,SQL,good,Data
487,6612383cc478ba97b06a6d50,DataSculptor,81,Angular,excellent,Data
488,6612383cc478ba97b06a6d51,ByteBridgeX,115,Javascript,average,Full Stack
489,6612383cc478ba97b06a6d51,StreamSavvy,80,Python,good,Data
490,6612383cc478ba97b06a6d52,InsightForge,50,Power BI,excellent,Full Stack
491,6612383cc478ba97b06a6d52,FullTechTrek,96,Alteryx,excellent,Full Stack
492,6612383cc478ba97b06a6d53,DataCraftsmanX,110,Angular,excellent,Data
493,6612383cc478ba97b06a6d53,FullDataInsight,85,AWS Lambda,excellent,Data
494,6612383cc478ba97b06a6d54,DataNexus,74,SQL,good,Full Stack
495,6612383cc478ba97b06a6d54,DataDevForge,104,Angular,average,Full Stack
496,6612383cc478ba97b06a6d55,CodeCraftsmanInsight,141,ADF,good,Full Stack
497,6612383cc478ba97b06a6d55,TrendSpotter,57,Python,excellent,Full Stack
498,6612383cc478ba97b06a6d56,CodeCraftsmanData,86,Power BI,good,Data
499,6612383cc478ba97b06a6d56,StreamBuilder,121,Python,average,Full Stack
500,6612383cc478ba97b06a6d57,FullTrendTrack,78,SQL,good,Data
501,6612383cc478ba97b06a6d57,DataMason,64,Angular,excellent,Full Stack
502,6612383cc478ba97b06a6d58,StackForge,134,Angular,excellent,Full Stack
503,6612383cc478ba97b06a6d58,CodeCraftsmanData,150,AWS Lambda,average,Full Stack
504,6612383cc478ba97b06a6d59,WebWarp,70,Tableau,average,Full Stack
505,6612383cc478ba97b06a6d59,PixelPulse,117,Python,excellent,Data
506,6612383cc478ba97b06a6d5a,AppAlchemy,80,SQL,average,Full Stack
507,6612383cc478ba97b06a6d5a,InsightStream,149,Power BI,excellent,Data
508,6612383cc478ba97b06a6d5b,StackSculptor,91,Snowflake,good,Full Stack
509,6612383cc478ba97b06a6d5b,DataPulse,120,Python,good,Data
510,6612383cc478ba97b06a6d5c,StreamSavvy,110,Alteryx,good,Full Stack
511,6612383cc478ba97b06a6d5c,CodeCompass,99,Power BI,good,Full Stack
512,6612383dc478ba97b06a6d5d,FullStackInsight,94,SQL,excellent,Data
513,6612383dc478ba97b06a6d5d,FullStreamSculpt,143,Javascript,excellent,Data
514,6612383dc478ba97b06a6d5e,FullInsightForge,78,SQL,good,Full Stack
515,6612383dc478ba97b06a6d5e,DataForge,73,SQL,average,Full Stack
516,6612383dc478ba97b06a6d5f,PixelForge,63,Alteryx,average,Data
517,6612383dc478ba97b06a6d5f,InsightGenius,128,Snowflake,excellent,Data
518,6612383dc478ba97b06a6d60,ByteBridgeData,81,Angular,excellent,Full Stack
519,6612383dc478ba97b06a6d60,TechTerra,113,Python,excellent,Data
520,6612383dc478ba97b06a6d61,DataWarp,142,Python,excellent,Full Stack
521,6612383dc478ba97b06a6d61,AppAlchemy,74,Tableau,average,Full Stack
522,6612383dc478ba97b06a6d62,AnalyzeWise,110,React,excellent,Full Stack
523,6612383dc478ba97b06a6d62,StackSculptor,148,Tableau,excellent,Full Stack
524,6612383dc478ba97b06a6d63,StackSpotter,90,Power BI,average,Data
525,6612383dc478ba97b06a6d63,TrendSpotter,78,SQL,good,Full Stack
526,6612383dc478ba97b06a6d64,StackCraftsmanData,86,Javascript,average,Data
527,6612383dc478ba97b06a6d64,PixelForge,111,ADF,average,Full Stack
528,6612383dc478ba97b06a6d65,CodeCompass,78,Power BI,good,Data
529,6612383dc478ba97b06a6d65,CodeCrafter,126,SQL,good,Full Stack
530,6612383dc478ba97b06a6d66,DevDynamo,121,AWS Lambda,excellent,Full Stack
531,6612383dc478ba97b06a6d66,AnalyzeWise,78,Angular,average,Data
532,6612383dc478ba97b06a6d67,InsightStreamX,76,AWS Lambda,excellent,Data
533,6612383dc478ba97b06a6d67,FullDataForge,150,Alteryx,excellent,Data
534,6612383dc478ba97b06a6d68,WebWeave,67,SQL,excellent,Data
535,6612383dc478ba97b06a6d68,CodeCompass,106,React,good,Data
536,6612383dc478ba97b06a6d69,CodeCraftsman,81,Python,good,Data
537,6612383dc478ba97b06a6d69,AnalyzeStack,78,Angular,good,Data
538,6612383dc478ba97b06a6d6a,PipelinePioneer,101,Angular,average,Data
539,6612383dc478ba97b06a6d6a,DataCraftsman,137,React,average,Full Stack
540,6612383dc478ba97b06a6d6b,CodeCraftsmanInsight,53,Snowflake,good,Full Stack
541,6612383dc478ba97b06a6d6b,DataCraftsmanX,66,ADF,excellent,Data
542,6612383ec478ba97b06a6d6c,TrendTrek,146,SQL,excellent,Data
543,6612383ec478ba97b06a6d6c,DataNexus,94,React,excellent,Full Stack
544,6612383ec478ba97b06a6d6d,TrendTrack,136,SQL,good,Data
545,6612383ec478ba97b06a6d6d,PixelPulse,123,React,good,Full Stack
546,6612383ec478ba97b06a6d6e,DataWarp,50,SQL,good,Full Stack
547,6612383ec478ba97b06a6d6e,ETLArchitect,106,SQL,good,Data
548,6612383ec478ba97b06a6d6f,AnalytixPro,69,Snowflake,excellent,Full Stack
549,6612383ec478ba97b06a6d6f,StackSpotter,119,Snowflake,excellent,Data
550,6612383ec478ba97b06a6d70,DataForge,75,AWS Lambda,average,Data
551,6612383ec478ba97b06a6d70,DataNexus,134,SQL,excellent,Full Stack
552,6612383ec478ba97b06a6d71,DataFlowX,54,Tableau,excellent,Full Stack
553,6612383ec478ba97b06a6d71,StreamBuilder,127,Snowflake,excellent,Full Stack
554,6612383ec478ba97b06a6d72,DataCraftsmanInsight,88,Javascript,average,Full Stack
555,6612383ec478ba97b06a6d72,StreamSavvy,85,Angular,excellent,Full Stack
556,6612383ec478ba97b06a6d73,StreamBuilder,147,Tableau,excellent,Full Stack
557,6612383ec478ba97b06a6d73,InsightStack,114,SQL,good,Data
558,6612383ec478ba97b06a6d74,StackSculptor,54,Tableau,excellent,Full Stack
559,6612383ec478ba97b06a6d74,ETLGenius,129,Power BI,good,Full Stack
560,6612383ec478ba97b06a6d75,AppAlchemy,147,AWS Lambda,average,Full Stack
561,6612383ec478ba97b06a6d75,DataCraftsmanInsight,64,Snowflake,average,Data
562,6612383ec478ba97b06a6d76,DataSavvyInsight,112,Python,good,Data
563,6612383ec478ba97b06a6d76,FullAnalytica,58,Alteryx,excellent,Full Stack
564,6612383ec478ba97b06a6d77,CodeCraftsman,120,Tableau,excellent,Data
565,6612383ec478ba97b06a6d77,DataDriven,145,AWS Lambda,average,Full Stack
566,6612383ec478ba97b06a6d78,FullTechTrek,76,Python,excellent,Full Stack
567,6612383ec478ba97b06a6d78,DataDevForge,73,ADF,good,Data
568,6612383ec478ba97b06a6d79,DataForge,116,AWS Lambda,good,Full Stack
569,6612383ec478ba97b06a6d79,InsightStack,105,ADF,average,Full Stack
570,6612383fc478ba97b06a6d7a,Insightify,99,Power BI,good,Full Stack
571,6612383fc478ba97b06a6d7a,AnalyticsPulse,65,Alteryx,average,Full Stack
572,6612383fc478ba97b06a6d7b,AppArchitect,109,Tableau,excellent,Full Stack
573,6612383fc478ba97b06a6d7b,TrendTrek,115,Power BI,excellent,Data
574,6612383fc478ba97b06a6d7c,DataDriven,144,ADF,average,Full Stack
575,6612383fc478ba97b06a6d7c,CodeCraftsmanX,97,React,good,Data
576,6612383fc478ba97b06a6d7d,AppAlchemy,133,Tableau,average,Data
577,6612383fc478ba97b06a6d7d,InsightStream,114,Power BI,good,Data
578,6612383fc478ba97b06a6d7e,StreamStack,92,Python,good,Data
579,6612383fc478ba97b06a6d7e,TrendTrek,100,Angular,good,Full Stack
580,6612383fc478ba97b06a6d7f,InsightStreamX,144,Alteryx,average,Data
581,6612383fc478ba97b06a6d7f,AppAlchemy,83,Power BI,excellent,Full Stack
582,6612383fc478ba97b06a6d80,DataCraftsmanInsight,62,React,excellent,Data
583,6612383fc478ba97b06a6d80,AnalyzeWise,126,SQL,average,Data
584,6612383fc478ba97b06a6d81,WebWeave,102,Snowflake,good,Data
585,6612383fc478ba97b06a6d81,CodeCompass,121,Snowflake,average,Data
586,6612383fc478ba97b06a6d82,DataCraftsmanInsight,80,Power BI,good,Data
587,6612383fc478ba97b06a6d82,DataCraftsman,110,Javascript,excellent,Data
588,6612383fc478ba97b06a6d83,TrendTerra,108,Alteryx,excellent,Data
589,6612383fc478ba97b06a6d83,CodeCraftsmanData,135,AWS Lambda,excellent,Full Stack
590,6612383fc478ba97b06a6d84,StreamBuilder,111,Python,average,Full Stack
591,6612383fc478ba97b06a6d84,DataDevForge,119,ADF,excellent,Data
592,6612383fc478ba97b06a6d85,StackSpotter,99,ADF,good,Data
593,6612383fc478ba97b06a6d85,ETLGenius,140,AWS Lambda,good,Full Stack
594,6612383fc478ba97b06a6d86,ByteBridgeData,121,Javascript,average,Data
595,6612383fc478ba97b06a6d86,FullStreamSculpt,64,AWS Lambda,excellent,Data
596,66123840c478ba97b06a6d87,ETLArchitect,126,Angular,excellent,Full Stack
597,66123840c478ba97b06a6d87,ByteBridgeData,55,ADF,average,Full Stack
598,66123840c478ba97b06a6d88,InsightStack,100,SQL,good,Full Stack
599,66123840c478ba97b06a6d88,StreamSavvy,104,SQL,excellent,Data
600,66123840c478ba97b06a6d89,WebWarp,104,ADF,excellent,Full Stack
601,66123840c478ba97b06a6d89,DataFlowX,69,Alteryx,excellent,Full Stack
602,66123840c478ba97b06a6d8a,DataPulse,55,Tableau,excellent,Data
603,66123840c478ba97b06a6d8a,TrendTerra,133,Python,good,Full Stack
604,66123840c478ba97b06a6d8b,ByteBridge,135,React,good,Data
605,66123840c478ba97b06a6d8b,InsightStreamX,73,Javascript,good,Full Stack
606,66123840c478ba97b06a6d8c,WebWeave,129,Alteryx,average,Full Stack
607,66123840c478ba97b06a6d8c,DataCraftsmanInsight,102,Angular,excellent,Data
608,66123840c478ba97b06a6d8d,StackSpotter,130,Javascript,good,Full Stack
609,66123840c478ba97b06a6d8d,InsightBuilder,54,ADF,excellent,Full Stack
610,66123840c478ba97b06a6d8e,InsightForge,145,Power BI,average,Data
611,66123840c478ba97b06a6d8e,InsightSavvy,135,Alteryx,good,Data
612,66123840c478ba97b06a6d8f,ByteBridgeX,82,Python,excellent,Full Stack
613,66123840c478ba97b06a6d8f,WebWeave,140,Python,good,Data
614,66123840c478ba97b06a6d90,InsightSavvy,66,Alteryx,good,Full Stack
615,66123840c478ba97b06a6d90,DataCraftsmanX,101,AWS Lambda,average,Data
616,66123840c478ba97b06a6d91,WebWizardry,58,React,good,Full Stack
617,66123840c478ba97b06a6d91,InsightGenius,115,Angular,good,Full Stack
618,66123840c478ba97b06a6d92,FullDataNexus,56,Python,excellent,Data
619,66123840c478ba97b06a6d92,StackScope,138,React,good,Data
620,66123840c478ba97b06a6d93,InsightBuilder,114,Power BI,average,Data
621,66123840c478ba97b06a6d93,InsightStreamX,86,AWS Lambda,average,Full Stack
622,66123840c478ba97b06a6d94,ByteBridgeX,131,ADF,good,Full Stack
623,66123840c478ba97b06a6d94,PixelForge,105,Alteryx,average,Data
624,66123841c478ba97b06a6d95,AnalyzeByte,110,Power BI,average,Data
625,66123841c478ba97b06a6d95,DataCraftsman,87,Power BI,average,Full Stack
626,66123841c478ba97b06a6d96,FullStreamSculpt,142,ADF,good,Full Stack
627,66123841c478ba97b06a6d96,ETLGenius,138,SQL,average,Full Stack
628,66123841c478ba97b06a6d97,DataVista,77,React,average,Data
629,66123841c478ba97b06a6d97,TrendSpotter,113,Angular,good,Data
630,66123841c478ba97b06a6d98,DataByteForge,65,SQL,good,Full Stack
631,66123841c478ba97b06a6d98,DataNexus,68,Snowflake,excellent,Full Stack
632,66123841c478ba97b06a6d99,StackSavvy,64,SQL,good,Full Stack
633,66123841c478ba97b06a6d99,DataSavvyInsight,139,Tableau,average,Full Stack
634,66123841c478ba97b06a6d9a,InsightSavvy,105,AWS Lambda,good,Full Stack
635,66123841c478ba97b06a6d9a,TrendTrack,98,AWS Lambda,average,Full Stack
636,66123841c478ba97b06a6d9b,DataByteForge,149,Power BI,good,Full Stack
637,66123841c478ba97b06a6d9b,FullStackInsight,66,Tableau,excellent,Full Stack
638,66123841c478ba97b06a6d9c,CodeCraftsmanInsight,137,Power BI,good,Full Stack
639,66123841c478ba97b06a6d9c,DataFlowX,63,Alteryx,excellent,Data
640,66123841c478ba97b06a6d9d,FullInsightForge,100,Snowflake,good,Full Stack
641,66123841c478ba97b06a6d9d,DataCraftsmanX,130,Alteryx,average,Full Stack
642,66123841c478ba97b06a6d9e,AnalyzeByte,123,Angular,average,Data
643,66123841c478ba97b06a6d9e,FullStreamSculpt,52,React,excellent,Data
644,66123841c478ba97b06a6d9f,DataTrekker,124,SQL,good,Data
645,66123841c478ba97b06a6d9f,DevDynamo,100,Angular,good,Data
646,66123841c478ba97b06a6da0,ByteBridgeX,92,Javascript,average,Data
647,66123841c478ba97b06a6da0,ETLGenius,81,Power BI,average,Data
648,66123841c478ba97b06a6da1,FullTrendTrack,142,Python,excellent,Full Stack
649,66123841c478ba97b06a6da1,DataPulse,71,Angular,excellent,Data
650,66123841c478ba97b06a6da2,CodeCrafter,141,AWS Lambda,excellent,Full Stack
651,66123841c478ba97b06a6da2,PixelForge,65,AWS Lambda,good,Full Stack
652,66123841c478ba97b06a6da3,InsightBuilder,141,Angular,good,Full Stack
653,66123841c478ba97b06a6da3,ByteBridgeData,81,Python,average,Data
654,66123841c478ba97b06a6da4,DataScope,126,Angular,excellent,Full Stack
655,66123841c478ba97b06a6da4,FullDataForge,62,Snowflake,average,Data
656,66123841c478ba97b06a6da5,DataSculptor,146,Snowflake,good,Full Stack
657,66123841c478ba97b06a6da5,DataNexus,123,React,excellent,Data
658,66123841c478ba97b06a6da6,InsightStreamX,117,Snowflake,excellent,Full Stack
659,66123841c478ba97b06a6da6,TrendSpotter,131,React,average,Full Stack
660,66123841c478ba97b06a6da7,AnalyzeStream,77,Snowflake,good,Data
661,66123841c478ba97b06a6da7,PixelForge,111,Snowflake,excellent,Full Stack
662,66123841c478ba97b06a6da8,AnalyzeAll,56,Python,excellent,Full Stack
663,66123841c478ba97b06a6da8,CodeCrafter,133,Alteryx,good,Data
664,66123841c478ba97b06a6da9,InsightGenius,69,Power BI,average,Full Stack
665,66123841c478ba97b06a6da9,StackSpotter,64,AWS Lambda,excellent,Data
666,66123841c478ba97b06a6daa,DataNexus,53,AWS Lambda,good,Full Stack
667,66123841c478ba97b06a6daa,CodeCraftsmanData,128,Alteryx,excellent,Data
668,66123842c478ba97b06a6dab,StackCraftsmanData,64,Alteryx,good,Data
669,66123842c478ba97b06a6dab,DataTrekker,146,Alteryx,excellent,Data
670,66123842c478ba97b06a6dac,DataVista,110,SQL,average,Data
671,66123842c478ba97b06a6dac,ByteBlast,98,Tableau,excellent,Full Stack
672,66123842c478ba97b06a6dad,DataFlowX,53,Javascript,good,Data
673,66123842c478ba97b06a6dad,DataPulse,135,SQL,excellent,Data
674,66123842c478ba97b06a6dae,DataWarp,86,Power BI,good,Full Stack
675,66123842c478ba97b06a6dae,StackSculptor,60,Alteryx,excellent,Full Stack
676,66123842c478ba97b06a6daf,DataHorizon,64,SQL,excellent,Full Stack
677,66123842c478ba97b06a6daf,AnalyticaPro,104,Javascript,average,Data
678,66123842c478ba97b06a6db0,InsightStream,73,React,average,Full Stack
679,66123842c478ba97b06a6db0,DataPulse,99,ADF,average,Full Stack
680,66123842c478ba97b06a6db1,DataWarp,115,Alteryx,average,Full Stack
681,66123842c478ba97b06a6db1,ByteBlast,125,React,good,Full Stack
682,66123842c478ba97b06a6db2,InsightStreamX,52,Javascript,good,Full Stack
683,66123842c478ba97b06a6db2,FullDataForge,85,Angular,average,Data
684,66123842c478ba97b06a6db3,DataDevForge,90,Alteryx,good,Full Stack
685,66123842c478ba97b06a6db3,AnalyzeByte,98,Alteryx,good,Data
686,66123842c478ba97b06a6db4,InsightStack,137,Python,excellent,Full Stack
687,66123842c478ba97b06a6db4,DevForge,60,SQL,good,Full Stack
688,66123842c478ba97b06a6db5,TrendTrek,82,Angular,good,Full Stack
689,66123842c478ba97b06a6db5,FullStreamSculpt,111,ADF,average,Full Stack
690,66123842c478ba97b06a6db6,DataCraftsmanX,135,Tableau,good,Full Stack
691,66123842c478ba97b06a6db6,CodeCraftsman,57,AWS Lambda,average,Full Stack
692,66123842c478ba97b06a6db7,ByteBridgeX,149,ADF,good,Data
693,66123842c478ba97b06a6db7,DataPulse,53,Javascript,average,Data
694,66123842c478ba97b06a6db8,DataPulse,57,ADF,excellent,Data
695,66123842c478ba97b06a6db8,FullStreamSculpt,55,ADF,excellent,Data
696,66123842c478ba97b06a6db9,ETLGenius,136,Javascript,average,Full Stack
697,66123842c478ba97b06a6db9,DataHorizon,149,Angular,average,Full Stack
698,66123842c478ba97b06a6dba,StackSculptor,138,Snowflake,good,Data
699,66123842c478ba97b06a6dba,PipelinePro,81,Python,excellent,Full Stack
700,66123842c478ba97b06a6dbb,FullDataNexus,99,Tableau,average,Data
701,66123842c478ba97b06a6dbb,StackStream,52,Power BI,good,Full Stack
702,66123842c478ba97b06a6dbc,DataTrekker,87,Tableau,average,Full Stack
703,66123842c478ba97b06a6dbc,DataForge,114,Angular,average,Data
704,66123842c478ba97b06a6dbd,WebWarp,125,Snowflake,excellent,Full Stack
705,66123842c478ba97b06a6dbd,DataWarp,141,Alteryx,excellent,Full Stack
706,66123842c478ba97b06a6dbe,FullStackInsight,139,Javascript,average,Data
707,66123842c478ba97b06a6dbe,InsightGenius,117,Python,average,Data
